asset,market,year,month,block,avg_generation_MW,avg_RT_price,avg_DA_price,total_hours,forward_hub,realized_price
Howling Gale,CAISO,2022,12,Peak,29.441346153846155,,257.10886057692306,416,,257.10886057692306
Howling Gale,CAISO,2023,1,OffPeak,11.72936046511628,,131.912886627907,344,,131.912886627907
Howling Gale,CAISO,2023,1,Peak,40.63675,,144.5655,400,,144.5655
Howling Gale,CAISO,2023,2,OffPeak,12.496180555555556,,69.88329166666666,288,,69.88329166666666
Howling Gale,CAISO,2023,2,Peak,53.417187500000004,,68.92133854166667,384,,68.92133854166667
Howling Gale,CAISO,2023,3,OffPeak,10.960450160771703,,73.22892282958199,311,,73.22892282958199
Howling Gale,CAISO,2023,3,Peak,48.139351851851856,,64.12711342592593,432,,64.12711342592593
Howling Gale,CAISO,2023,4,OffPeak,14.3409375,,55.823325,320,,55.823325
Howling Gale,CAISO,2023,4,Peak,59.697250000000004,,46.354547499999995,400,,46.354547499999995
Howling Gale,CAISO,2023,5,OffPeak,18.107621951219514,,18.77166768292683,328,,18.77166768292683
Howling Gale,CAISO,2023,5,Peak,71.44615384615385,,18.098125,416,,18.098125
Howling Gale,CAISO,2023,6,OffPeak,15.26940789473684,,29.845555921052636,304,,29.845555921052636
Howling Gale,CAISO,2023,6,Peak,73.07548076923078,,25.537247596153847,416,,25.537247596153847
Howling Gale,CAISO,2023,7,OffPeak,21.032558139534885,,58.319819767441864,344,,58.319819767441864
Howling Gale,CAISO,2023,7,Peak,74.79975,,79.269365,400,,79.269365
Howling Gale,CAISO,2023,8,OffPeak,12.807692307692308,,58.087987179487186,312,,58.087987179487186
Howling Gale,CAISO,2023,8,Peak,62.581944444444446,,87.15545833333334,432,,87.15545833333334
Howling Gale,CAISO,2023,9,OffPeak,14.537187499999998,,39.311725,320,,39.311725
Howling Gale,CAISO,2023,9,Peak,57.670249999999996,,36.3504075,400,,36.3504075
Howling Gale,CAISO,2023,10,OffPeak,12.777743902439026,,53.01178658536586,328,,53.01178658536586
Howling Gale,CAISO,2023,10,Peak,50.04206730769231,,54.557019230769235,416,,54.557019230769235
Howling Gale,CAISO,2023,11,OffPeak,10.807476635514018,,54.064246105919004,321,,54.064246105919004
Howling Gale,CAISO,2023,11,Peak,40.893249999999995,,51.6974125,400,,51.6974125
Howling Gale,CAISO,2023,12,OffPeak,9.284883720930232,,45.91143023255814,344,,45.91143023255814
Howling Gale,CAISO,2023,12,Peak,34.70725,,45.3741975,400,,45.3741975
Howling Gale,CAISO,2024,1,OffPeak,7.585060975609756,,69.09404878048781,328,,69.09404878048781
Howling Gale,CAISO,2024,1,Peak,38.77884615384615,,62.80724759615384,416,,62.80724759615384
Howling Gale,CAISO,2024,2,OffPeak,11.355743243243245,,37.292456081081085,296,,37.292456081081085
Howling Gale,CAISO,2024,2,Peak,49.8875,,29.2941425,400,,29.2941425
Howling Gale,CAISO,2024,3,OffPeak,13.377370030581039,,26.858290519877677,327,,26.858290519877677
Howling Gale,CAISO,2024,3,Peak,58.68798076923077,,8.137875,416,,8.137875
Howling Gale,CAISO,2024,4,OffPeak,14.575986842105264,,23.912907894736843,304,,23.912907894736843
Howling Gale,CAISO,2024,4,Peak,68.1610576923077,,-0.08019951923076926,416,,-0.08019951923076926
Howling Gale,CAISO,2024,5,OffPeak,18.34298780487805,,18.637676829268294,328,,18.637676829268294
Howling Gale,CAISO,2024,5,Peak,73.84038461538461,,3.302740384615385,416,,3.302740384615385
Howling Gale,CAISO,2024,6,OffPeak,18.246875,,26.460700000000003,320,,26.460700000000003
Howling Gale,CAISO,2024,6,Peak,72.358,,20.6804925,400,,20.6804925
Howling Gale,CAISO,2024,7,OffPeak,17.68536585365854,,40.364262195121945,328,,40.364262195121945
Howling Gale,CAISO,2024,7,Peak,68.01466346153846,,51.75677163461538,416,,51.75677163461538
Howling Gale,CAISO,2024,8,OffPeak,12.702564102564102,,36.58059294871795,312,,36.58059294871795
Howling Gale,CAISO,2024,8,Peak,65.78680555555556,,39.8277337962963,432,,39.8277337962963
Howling Gale,CAISO,2024,9,OffPeak,17.435119047619047,,34.698815476190475,336,,34.698815476190475
Howling Gale,CAISO,2024,9,Peak,58.88463541666667,,37.78611979166667,384,,37.78611979166667
Howling Gale,CAISO,2024,10,OffPeak,10.257371794871796,,40.332266025641026,312,,40.332266025641026
Howling Gale,CAISO,2024,10,Peak,48.62546296296296,,35.272247685185185,432,,35.272247685185185
Howling Gale,CAISO,2024,11,OffPeak,10.777258566978194,,38.48638940809969,321,,38.48638940809969
Howling Gale,CAISO,2024,11,Peak,41.51275,,30.8854975,400,,30.8854975
Howling Gale,CAISO,2024,12,OffPeak,8.232267441860465,,40.24397093023256,344,,40.24397093023256
Howling Gale,CAISO,2024,12,Peak,30.24775,,39.7979075,400,,39.7979075
Mantero,MISO,2022,1,OffPeak,12.733088235294119,,33.70105392156863,408,,33.70105392156863
Mantero,MISO,2022,1,Peak,15.557440476190477,,43.11431547619048,336,,43.11431547619048
Mantero,MISO,2022,2,OffPeak,20.707386363636363,,34.09107954545454,352,,34.09107954545454
Mantero,MISO,2022,2,Peak,12.3453125,,43.0041875,320,,43.0041875
Mantero,MISO,2022,3,OffPeak,23.673936170212766,,31.38720744680851,376,,31.38720744680851
Mantero,MISO,2022,3,Peak,19.648641304347827,,35.2039402173913,368,,35.2039402173913
Mantero,MISO,2022,4,OffPeak,14.495052083333334,,37.85565104166667,384,,37.85565104166667
Mantero,MISO,2022,4,Peak,13.548214285714286,,50.14630952380952,336,,50.14630952380952
Mantero,MISO,2022,5,OffPeak,13.133823529411766,,38.42186274509804,408,,38.42186274509804
Mantero,MISO,2022,5,Peak,18.101190476190474,,60.809583333333336,336,,60.809583333333336
Mantero,MISO,2022,6,OffPeak,23.578260869565216,,37.315951086956524,368,,37.315951086956524
Mantero,MISO,2022,6,Peak,24.47670454545454,,67.02383522727273,352,,67.02383522727273
Mantero,MISO,2022,7,OffPeak,26.095754716981133,,43.817735849056604,424,,43.817735849056604
Mantero,MISO,2022,7,Peak,16.445,,73.92725,320,,73.92725
Mantero,MISO,2022,8,OffPeak,25.42313829787234,,48.98622340425532,376,,48.98622340425532
Mantero,MISO,2022,8,Peak,17.874184782608694,,83.71589673913044,368,,83.71589673913044
Mantero,MISO,2022,9,OffPeak,20.198697916666667,,42.36044270833333,384,,42.36044270833333
Mantero,MISO,2022,9,Peak,26.021726190476187,,69.31758928571428,336,,69.31758928571428
Mantero,MISO,2022,10,OffPeak,24.374509803921566,,32.52436274509804,408,,32.52436274509804
Mantero,MISO,2022,10,Peak,25.115178571428572,,49.302499999999995,336,,49.302499999999995
Mantero,MISO,2022,11,OffPeak,23.40807291666667,,23.906484375,384,,23.906484375
Mantero,MISO,2022,11,Peak,29.85982142857143,,36.96860119047619,336,,36.96860119047619
Mantero,MISO,2022,12,OffPeak,16.204656862745097,,38.31825980392157,408,,38.31825980392157
Mantero,MISO,2022,12,Peak,16.82916666666667,,43.63755952380952,336,,43.63755952380952
Mantero,MISO,2023,1,OffPeak,18.727450980392156,,27.118259803921568,408,,27.118259803921568
Mantero,MISO,2023,1,Peak,22.839285714285715,,33.56107142857143,336,,33.56107142857143
Mantero,MISO,2023,2,OffPeak,30.89375,,18.27866477272727,352,,18.27866477272727
Mantero,MISO,2023,2,Peak,38.314375,,23.0451875,320,,23.0451875
Mantero,MISO,2023,3,OffPeak,32.191489361702125,,23.279601063829784,376,,23.279601063829784
Mantero,MISO,2023,3,Peak,25.097554347826087,,28.04888586956522,368,,28.04888586956522
Mantero,MISO,2023,4,OffPeak,11.7485,,19.60435,400,,19.60435
Mantero,MISO,2023,4,Peak,16.6440625,,27.05284375,320,,27.05284375
Mantero,MISO,2023,5,OffPeak,27.642091836734696,,16.832448979591835,392,,16.832448979591835
Mantero,MISO,2023,5,Peak,21.37556818181818,,31.043977272727272,352,,31.043977272727272
Mantero,MISO,2023,6,OffPeak,20.68125,,20.76366847826087,368,,20.76366847826087
Mantero,MISO,2023,6,Peak,14.12897727272727,,44.238977272727276,352,,44.238977272727276
Mantero,MISO,2023,7,OffPeak,18.35188679245283,,26.58445754716981,424,,26.58445754716981
Mantero,MISO,2023,7,Peak,12.628125,,45.88996875,320,,45.88996875
Mantero,MISO,2023,8,OffPeak,22.393085106382976,,24.845638297872338,376,,24.845638297872338
Mantero,MISO,2023,8,Peak,17.433152173913044,,46.82576086956522,368,,46.82576086956522
Mantero,MISO,2023,9,OffPeak,15.610750000000001,,25.747675,400,,25.747675
Mantero,MISO,2023,9,Peak,18.462812500000002,,33.25334375,320,,33.25334375
Mantero,MISO,2023,10,OffPeak,13.10969387755102,,24.639464285714286,392,,24.639464285714286
Mantero,MISO,2023,10,Peak,18.234375,,35.01673295454545,352,,35.01673295454545
Mantero,MISO,2023,11,OffPeak,18.398697916666666,,25.907135416666666,384,,25.907135416666666
Mantero,MISO,2023,11,Peak,18.373809523809523,,35.31440476190476,336,,35.31440476190476
Mantero,MISO,2023,12,OffPeak,24.671462264150946,,23.173514150943397,424,,23.173514150943397
Mantero,MISO,2023,12,Peak,25.142812499999998,,31.245718749999998,320,,31.245718749999998
Mantero,MISO,2024,1,OffPeak,21.851785714285715,,37.787168367346936,392,,37.787168367346936
Mantero,MISO,2024,1,Peak,15.175568181818182,,55.46514204545454,352,,55.46514204545454
Mantero,MISO,2024,2,OffPeak,21.54,,21.489361111111112,360,,21.489361111111112
Mantero,MISO,2024,2,Peak,29.711011904761904,,25.800952380952385,336,,25.800952380952385
Mantero,MISO,2024,3,OffPeak,21.660539215686274,,16.643039215686272,408,,16.643039215686272
Mantero,MISO,2024,3,Peak,25.44970238095238,,22.043809523809525,336,,22.043809523809525
Mantero,MISO,2024,4,OffPeak,13.762228260869565,,17.331711956521737,368,,17.331711956521737
Mantero,MISO,2024,4,Peak,13.804545454545455,,22.552386363636362,352,,22.552386363636362
Mantero,MISO,2024,5,OffPeak,26.450255102040817,,19.734591836734694,392,,19.734591836734694
Mantero,MISO,2024,5,Peak,24.946022727272727,,27.296534090909088,352,,27.296534090909088
Mantero,MISO,2024,6,OffPeak,25.311500000000002,,17.264275,400,,17.264275
Mantero,MISO,2024,6,Peak,20.338749999999997,,27.453937500000002,320,,27.453937500000002
Mantero,MISO,2024,7,OffPeak,18.277040816326533,,23.991989795918368,392,,23.991989795918368
Mantero,MISO,2024,7,Peak,13.06647727272727,,42.23022727272728,352,,42.23022727272728
Mantero,MISO,2024,8,OffPeak,14.068112244897959,,21.071198979591838,392,,21.071198979591838
Mantero,MISO,2024,8,Peak,12.196306818181819,,35.284772727272724,352,,35.284772727272724
Mantero,MISO,2024,9,OffPeak,8.824,,21.609724999999997,400,,21.609724999999997
Mantero,MISO,2024,9,Peak,8.9409375,,35.5450625,320,,35.5450625
Mantero,MISO,2024,10,OffPeak,19.43617021276596,,19.400425531914895,376,,19.400425531914895
Mantero,MISO,2024,10,Peak,20.725271739130434,,30.354592391304347,368,,30.354592391304347
Mantero,MISO,2024,11,OffPeak,19.259249999999998,,21.6777,400,,21.6777
Mantero,MISO,2024,11,Peak,14.130937499999998,,30.339375,320,,30.339375
Mantero,MISO,2024,12,OffPeak,24.574754901960784,,27.97421568627451,408,,27.97421568627451
Mantero,MISO,2024,12,Peak,28.195535714285718,,42.05264880952381,336,,42.05264880952381
Valentino,ERCOT,2022,1,OffPeak,16.61299019607843,26.833541666666665,29.694877450980393,408,,29.694877450980393
Valentino,ERCOT,2022,1,Peak,16.17589285714286,31.688678571428575,35.48607142857143,336,,35.48607142857143
Valentino,ERCOT,2022,2,OffPeak,10.23409090909091,27.824982954545455,31.932926136363633,352,,31.932926136363633
Valentino,ERCOT,2022,2,Peak,13.6946875,62.967765625000006,40.1634375,320,,40.1634375
Valentino,ERCOT,2022,3,OffPeak,15.865066666666666,27.070583999999997,27.951093333333333,375,,27.951093333333333
Valentino,ERCOT,2022,3,Peak,16.545923913043477,35.597570652173914,42.07445652173913,368,,42.07445652173913
Valentino,ERCOT,2022,4,OffPeak,17.857291666666665,40.81465104166667,42.08119791666667,384,,42.08119791666667
Valentino,ERCOT,2022,4,Peak,17.30089285714286,62.70528869047619,61.033541666666665,336,,61.033541666666665
Valentino,ERCOT,2022,5,OffPeak,30.647549019607844,47.84322794117647,73.78960784313726,408,,73.78960784313726
Valentino,ERCOT,2022,5,Peak,27.189583333333335,124.48331845238094,92.8497619047619,336,,92.8497619047619
Valentino,ERCOT,2022,6,OffPeak,26.382880434782606,54.44386684782609,60.50415760869565,368,,60.50415760869565
Valentino,ERCOT,2022,6,Peak,29.286079545454548,69.64027840909091,98.95338068181817,352,,98.95338068181817
Valentino,ERCOT,2022,7,OffPeak,31.430188679245283,90.1060683962264,73.76686320754717,424,,73.76686320754717
Valentino,ERCOT,2022,7,Peak,36.349374999999995,186.166903125,168.84884375,320,,168.84884375
Valentino,ERCOT,2022,8,OffPeak,23.475265957446812,70.53099468085107,72.38260638297872,376,,72.38260638297872
Valentino,ERCOT,2022,8,Peak,26.47472826086957,102.89393749999999,119.67021739130435,368,,119.67021739130435
Valentino,ERCOT,2022,9,OffPeak,6.925520833333334,57.919815104166666,59.45286458333334,384,,59.45286458333334
Valentino,ERCOT,2022,9,Peak,10.013392857142858,72.41542559523809,80.6177380952381,336,,80.6177380952381
Valentino,ERCOT,2022,10,OffPeak,16.127450980392158,42.74129411764706,42.399779411764705,408,,42.399779411764705
Valentino,ERCOT,2022,10,Peak,15.08125,57.01058630952381,55.84139880952381,336,,55.84139880952381
Valentino,ERCOT,2022,11,OffPeak,26.124155844155844,38.93519220779221,37.91981818181818,385,,37.91981818181818
Valentino,ERCOT,2022,11,Peak,29.80089285714286,42.933211309523806,51.26729166666667,336,,51.26729166666667
Valentino,ERCOT,2022,12,OffPeak,13.102941176470589,37.51342156862745,73.37066176470589,408,,73.37066176470589
Valentino,ERCOT,2022,12,Peak,18.725595238095238,68.55683630952382,52.73699404761905,336,,52.73699404761905
Valentino,ERCOT,2023,1,OffPeak,22.370588235294118,18.603723039215687,18.87752450980392,408,,18.87752450980392
Valentino,ERCOT,2023,1,Peak,20.861607142857142,26.91276488095238,29.976488095238096,336,,29.976488095238096
Valentino,ERCOT,2023,2,OffPeak,18.394318181818182,15.563792613636364,17.31681818181818,352,,17.31681818181818
Valentino,ERCOT,2023,2,Peak,23.8046875,20.294171875,23.25959375,320,,23.25959375
Valentino,ERCOT,2023,3,OffPeak,27.172533333333334,22.38793866666667,22.135573333333333,375,,22.135573333333333
Valentino,ERCOT,2023,3,Peak,29.96141304347826,29.721766304347828,28.802608695652175,368,,28.802608695652175
Valentino,ERCOT,2023,4,OffPeak,15.374749999999999,17.1175825,20.1071,400,,20.1071
Valentino,ERCOT,2023,4,Peak,24.75625,24.102753125,29.33853125,320,,29.33853125
Valentino,ERCOT,2023,5,OffPeak,14.807908163265306,21.061839285714285,21.606836734693875,392,,21.606836734693875
Valentino,ERCOT,2023,5,Peak,17.605681818181818,37.24489204545454,34.95403409090909,352,,34.95403409090909
Valentino,ERCOT,2023,6,OffPeak,31.09021739130435,24.206415760869564,34.305978260869566,368,,34.305978260869566
Valentino,ERCOT,2023,6,Peak,37.35852272727273,99.0535965909091,108.9949715909091,352,,108.9949715909091
Valentino,ERCOT,2023,7,OffPeak,28.687264150943395,25.449096698113205,41.31033018867925,424,,41.31033018867925
Valentino,ERCOT,2023,7,Peak,34.263125,55.874565625,68.4779375,320,,68.4779375
Valentino,ERCOT,2023,8,OffPeak,20.767287234042552,73.93316755319148,144.6956914893617,376,,144.6956914893617
Valentino,ERCOT,2023,8,Peak,22.55217391304348,278.5130461956522,360.24758152173916,368,,360.24758152173916
Valentino,ERCOT,2023,9,OffPeak,17.998,33.64667,33.3009,400,,33.3009
Valentino,ERCOT,2023,9,Peak,20.2971875,146.7624375,112.59934375,320,,112.59934375
Valentino,ERCOT,2023,10,OffPeak,19.434438775510205,20.807795918367347,23.719515306122446,392,,23.719515306122446
Valentino,ERCOT,2023,10,Peak,17.878977272727273,33.677164772727274,43.040426136363635,352,,43.040426136363635
Valentino,ERCOT,2023,11,OffPeak,17.196103896103896,27.400768831168833,25.892805194805195,385,,25.892805194805195
Valentino,ERCOT,2023,11,Peak,19.466369047619047,32.28080952380952,36.34327380952381,336,,36.34327380952381
Valentino,ERCOT,2023,12,OffPeak,10.831132075471697,19.0115,19.088962264150943,424,,19.088962264150943
Valentino,ERCOT,2023,12,Peak,14.102500000000001,22.936309375,23.309312499999997,320,,23.309312499999997
Valentino,ERCOT,2024,1,OffPeak,17.355102040816327,28.45719387755102,29.661096938775508,392,,29.661096938775508
Valentino,ERCOT,2024,1,Peak,19.14090909090909,35.61324715909091,51.96056818181818,352,,51.96056818181818
Valentino,ERCOT,2024,2,OffPeak,18.646944444444443,11.019908333333333,11.921583333333334,360,,11.921583333333334
Valentino,ERCOT,2024,2,Peak,18.679464285714285,16.146247023809526,15.20044642857143,336,,15.20044642857143
Valentino,ERCOT,2024,3,OffPeak,20.294840294840295,17.90492628992629,17.153366093366092,407,,17.153366093366092
Valentino,ERCOT,2024,3,Peak,20.097321428571426,24.596059523809522,25.70964285714286,336,,25.70964285714286
Valentino,ERCOT,2024,4,OffPeak,19.164945652173913,21.80494293478261,19.410407608695653,368,,19.410407608695653
Valentino,ERCOT,2024,4,Peak,26.10340909090909,29.089801136363636,28.59559659090909,352,,28.59559659090909
Valentino,ERCOT,2024,5,OffPeak,29.408163265306122,25.984239795918366,31.163265306122447,392,,31.163265306122447
Valentino,ERCOT,2024,5,Peak,26.911363636363635,56.66752272727273,63.02670454545455,352,,63.02670454545455
Valentino,ERCOT,2024,6,OffPeak,25.936750000000004,23.066354999999998,25.493074999999997,400,,25.493074999999997
Valentino,ERCOT,2024,6,Peak,23.1003125,37.7036625,42.341187500000004,320,,42.341187500000004
Valentino,ERCOT,2024,7,OffPeak,21.886479591836736,20.647017857142856,20.26487244897959,392,,20.26487244897959
Valentino,ERCOT,2024,7,Peak,21.58125,25.96175,26.86147727272727,352,,26.86147727272727
Valentino,ERCOT,2024,8,OffPeak,12.542091836734693,22.94020408163265,24.672576530612243,392,,24.672576530612243
Valentino,ERCOT,2024,8,Peak,18.39403409090909,52.011920454545454,47.908522727272725,352,,47.908522727272725
Valentino,ERCOT,2024,9,OffPeak,13.5675,20.316200000000002,19.9797,400,,19.9797
Valentino,ERCOT,2024,9,Peak,15.266562500000001,26.323884375,27.953843749999997,320,,27.953843749999997
Valentino,ERCOT,2024,10,OffPeak,15.953191489361702,23.09479255319149,22.852127659574467,376,,22.852127659574467
Valentino,ERCOT,2024,10,Peak,18.090760869565216,29.01800543478261,33.984891304347826,368,,33.984891304347826
Valentino,ERCOT,2024,11,OffPeak,17.45935162094763,32.59325436408977,20.616284289276805,401,,20.616284289276805
Valentino,ERCOT,2024,11,Peak,15.358437499999999,26.133728124999998,27.642562500000004,320,,27.642562500000004
Valentino,ERCOT,2024,12,OffPeak,19.962745098039218,24.30970343137255,22.334240196078433,408,,22.334240196078433
Valentino,ERCOT,2024,12,Peak,20.401488095238093,22.70236607142857,24.697142857142858,336,,24.697142857142858
